candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_g554_c00051,success_gain_count_vs_g554_c00051,success_rate_delta_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,bootstrap_ci_upper,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,materialization_gate_passed,support_gate_passed,quality_gate_passed,ci_gate_passed,better_worse_gate_passed,success_rate_gate_passed,shortlist_ready,not_ready_reason,distance_from_g554_c00051,goal_projection_mode,active_field_deltas,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c003589,stage2,,10000,10000,0,0,0,10000,-0.00195801080854,-0.00146302079639,4439,3639,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.137659537021,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.16293016126,1.25,0.75,0.75,1.08541954819,0.681281908652,0.98078004566,1,0.657093711219,0.65,0.31932066378,0.84132896518,0.996346616585,10.6464459208,1,0,0,False,False,False,False,False
g556_c059016,stage2,,10000,10000,0,0,0,10000,-0.00179784850358,-0.00127824171236,4476,3706,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.151048942858,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.09187039756,1.25,0.75,0.75,1.08185629688,0.676379677734,0.984511412766,1,0.658154806536,0.65,0.306949920892,0.856908263442,1,10.6539065864,1,0,0,False,False,False,False,False
g556_c002575,stage2,,10000,10000,0,0,0,10000,-0.0017957958508,-0.00129648735526,4429,3666,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.146944278155,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.16576270838,1.25,0.75,0.75,1.09058913119,0.655715227227,0.981049673851,1,0.660157403528,0.65,0.315949333094,0.837514497873,0.99185992042,10.6857962428,1,0,0,False,False,False,False,False
g556_c062983,stage2,,10000,10000,0,0,0,10000,-0.00176810747685,-0.00125452473356,4467,3624,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.142217915339,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12041739442,1.25,0.75,0.75,1.09192684217,0.718653924661,0.983354092338,1,0.683581639255,0.65,0.325825579465,0.850467439014,0.995348255955,10.6812255885,1,0,0,False,False,False,False,False
g556_c022165,stage2,,10000,10000,0,0,0,10000,-0.00174410017211,-0.00124268962243,4477,3673,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.102133393602,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12750148942,1.25,0.75,0.75,1.04867239219,0.678442839044,0.98169012293,1,0.653108185675,0.65,0.327785858384,0.82944379771,1,10.8125262826,1,0,0,False,False,False,False,False
g556_c000930,stage2,,10000,10000,0,0,0,10000,-0.00173924178087,-0.00122087052744,4391,3669,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.160156679519,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.14534913212,1.25,0.75,0.75,1.06606161427,0.711872056256,0.979979548761,1,0.702992920021,0.65,0.331275678314,0.852638136252,0.993549221352,10.7009287814,1,0,0,False,False,False,False,False
g556_c074392,stage2,,10000,10000,0,0,0,10000,-0.00168861049172,-0.00119818800687,4408,3693,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.120385158841,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15151985486,1.25,0.75,0.75,1.0235324976,0.671034455019,0.981322366033,1,0.651520320439,0.65,0.326378712605,0.825712943278,1,10.6783184252,1,0,0,False,False,False,False,False
g556_c068920,stage2,,10000,10000,0,0,0,10000,-0.0016045798054,-0.00112001436089,4362,3663,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.0800239699386,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14713399927,1.25,0.75,0.75,1.04422094929,0.691599305825,0.981430678458,1,0.672194698416,0.65,0.327706586622,0.832127561534,1,10.7524270729,1,0,0,False,False,False,False,False
g556_c078415,stage2,,10000,10000,0,0,0,10000,-0.00159983437216,-0.00110280204377,4350,3669,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.124716238338,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.16293114563,1.25,0.75,0.75,1.06217207794,0.707386636588,0.984355181184,1,0.686447863156,0.65,0.327054268579,0.841920657154,1,10.6916293853,1,0,0,False,False,False,False,False
g556_c038779,stage2,,10000,10000,0,0,0,10000,-0.00156300468472,-0.00107428767088,4409,3699,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.116485773048,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12087109681,1.25,0.75,0.75,1.07286299961,0.662380615356,0.981169316992,1,0.664159387522,0.65,0.320232163045,0.837817850713,0.997066603175,10.7825242426,1,0,0,False,False,False,False,False
g556_c008647,stage2,,10000,10000,0,0,0,10000,-0.00156103150052,-0.00107845661241,4312,3719,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.114805738101,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11191750179,1.25,0.75,0.75,1.02735673238,0.697565641051,0.981255626733,1,0.657588192235,0.65,0.326564022049,0.824013326501,1,10.7662959413,1,0,0,False,False,False,False,False
g556_c001603,stage2,,10000,10000,0,0,0,10000,-0.00155835632688,-0.0010687936469,4304,3694,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.142093838724,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.09738663226,1.25,0.75,0.75,1.0927510147,0.691552654715,0.98083664719,1,0.652539079383,0.65,0.331846734201,0.817976985235,1,10.7744507888,1,0,0,False,False,False,False,False
g556_c039652,stage2,,10000,10000,0,0,0,10000,-0.00154295744286,-0.00104408305523,4300,3688,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.12096639961,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.10313009691,1.25,0.75,0.75,1.07470837658,0.709596776832,0.984195658913,1,0.654192209923,0.65,0.306485030286,0.835745100681,1,10.7031007508,1,0,0,False,False,False,False,False
g556_c078391,stage2,,10000,10000,0,0,0,10000,-0.0015238837354,-0.00102453393078,4372,3638,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.129380791861,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.1668567451,1.25,0.75,0.75,1.09932037849,0.705975437696,0.981675167474,1,0.665856195431,0.65,0.3209138406,0.838534757312,1,10.6881121878,1,0,0,False,False,False,False,False
g556_c065509,stage2,,10000,10000,0,0,0,10000,-0.00143727824716,-0.000953866964021,4309,3698,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.0972320083087,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14856206999,1.25,0.75,0.75,1.0721325843,0.700818540667,0.983507142979,1,0.662347152959,0.65,0.316919038984,0.831470704129,1,10.7866483002,1,0,0,False,False,False,False,False
g556_c047095,stage2,,10000,10000,0,0,0,10000,-0.00141863270261,-0.000905648571913,4327,3663,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.131975716574,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10493776961,1.25,0.75,0.75,1.09164410952,0.713589980478,0.983270479689,1,0.66554000588,0.65,0.314725043566,0.838657857568,0.989041299126,10.6952832843,1,0,0,False,False,False,False,False
g556_c079048,stage2,,10000,10000,0,0,0,10000,-0.00140241651441,-0.00090027438042,4331,3721,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.143825220534,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12260965284,1.25,0.75,0.75,1.06497802052,0.669814686179,0.980384598346,1,0.68845666363,0.65,0.328756150673,0.844973157997,0.987203021641,10.6522740073,1,0,0,False,False,False,False,False
g556_c065140,stage2,,10000,10000,0,0,0,10000,-0.00123910412272,-0.000735556228311,4308,3768,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.105684512927,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15002453747,1.25,0.75,0.75,1.05892948891,0.705935587816,0.982847604707,1,0.695219034343,0.65,0.324207811118,0.844675408265,1,10.6825294226,1,0,0,False,False,False,False,False
g556_c061750,stage2,,10000,10000,0,0,0,10000,-0.00103463180731,-0.00051696997067,4315,3708,216,500,1,True,True,True,True,True,True,True,True,True,True,,0.127630981108,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11724250769,1.25,0.75,0.75,1.03683712994,0.671157189651,0.985351686745,1,0.686419249742,0.65,0.314573590021,0.848689224349,1,10.7915069616,1,0,0,False,False,False,False,False
